# ----------------------------------------
# 查看用户互动度和留存率概览
# 账号：pixelcircle
# 媒体资源：pixelcircle.online
# ----------------------------------------
#  
# 开始日期：20260803
# 结束日期：20260830
第 N 天,活跃用户
0000,0
0001,0
0002,0
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0
0013,0
0014,0
0015,0
0016,0
0017,0
0018,0
0019,0
0020,0
0021,6
0022,1
0023,5
0024,11
0025,2
0026,7
0027,6

# 开始日期：20260803
# 结束日期：20260830
第 N 天,新用户数
0000,0
0001,0
0002,0
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0
0013,0
0014,0
0015,0
0016,0
0017,0
0018,0
0019,0
0020,0
0021,6
0022,1
0023,4
0024,10
0025,2
0026,6
0027,5

# 您的新用户来自哪些渠道？
# 开始日期：20260803
# 结束日期：20260830
带来用户首次互动的主渠道组（默认渠道组）,新用户数
Direct,30
Organic Search,3
AI Assistant,1

#  
# 开始日期：20260803
# 结束日期：20260830
网页标题和屏幕类,浏览次数
Minecraft Circle Generator — Circles & Spheres,116
Générateur de Cercles Minecraft — Cercles et Sphères | CircleGen,23
Minecraft Circle with 33 block diameter | CircleGen,3
Terms of Use –Minecraft Circle Generator | CircleGen,2
我的世界圆形生成器(Minecraft)— 圆形与球形 | CircleGen,2
About –Minecraft Circle Generator | CircleGen,1
Contact –Minecraft Circle Generator | CircleGen,1
Círculo de Minecraft de 15 bloques de diámetro | CircleGen,1
Privacy Policy –Minecraft Circle Generator | CircleGen,1
Круг в Minecraft диаметром 33 блока | CircleGen,1

#  
# 开始日期：20260803
# 结束日期：20260830
平台,活跃用户
"[""网站""]",34

#  
# 开始日期：20260803
# 结束日期：20260830
同类群组,第 1 天,第 7 天
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0.25,0
24,0,0
25,0,0
26,0,0
27,0,0

#  
# 开始日期：20260803
# 结束日期：20260830
同类群组,第 1 天,第 7 天
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,38,0
24,0,0
25,0,0
26,0,0
27,0,0

#  
# 开始日期：20260720
# 结束日期：20260830
同类群组,每位活跃用户的平均互动时长
0000,3.9607142857142854
0001,0.9047619047619048
0002,2.4634146341463414
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0
0013,0
0014,0
0015,0
0016,0
0017,0
0018,0
0019,0
0020,0
0021,0
0022,0
0023,0
0024,0
0025,0
0026,0
0027,0
0028,0
0029,0
0030,0
0031,0
0032,0
0033,0
0034,0
0035,0
0036,0
0037,0
0038,0
0039,0
0040,0
0041,0
